IP,OpenPorts,Software,OperatingSystem,Details,Message
192.168.1.239,"43,367,624",MySQL,Ubuntu 20.04,Traffic overload observed on port 80 from unusual number of external sources,Service unavailable due to repeated requests from multiple IPs
192.168.1.226,"37,702,449",PostgreSQL,Ubuntu 20.04,Log files show execution of malicious binary with system privileges,Antivirus detected Trojan.Win32.Generic malware signature
192.168.1.14,"47,813,956,603,861,400,000",OpenSSH,Ubuntu 20.04,Traffic overload observed on port 80 from unusual number of external sources,Service unavailable due to repeated requests from multiple IPs
192.168.1.110,8533,Apache,Windows Server 2019,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.7,"4,410,988,455,022,130",OpenSSH,Ubuntu 20.04,Security anomaly detected without a matching known threat signature,Activity did not match known attack signatures but triggered alert
192.168.1.157,"929,913,203,529",PHP,Ubuntu 20.04,Security anomaly detected without a matching known threat signature,Activity did not match known attack signatures but triggered alert
192.168.1.15,"10,047,566,402",PostgreSQL,Red Hat Enterprise Linux,Suspicious email content includes request to click link and update credentials,User received an email urging them to reset password via suspicious link
192.168.1.122,720,Apache,Debian 11,Security anomaly detected without a matching known threat signature,Activity did not match known attack signatures but triggered alert
192.168.1.133,"310,487,578,646",PostgreSQL,Ubuntu 20.04,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.54,"34,905,603",Nginx,Windows Server 2019,Traffic overload observed on port 80 from unusual number of external sources,Service unavailable due to repeated requests from multiple IPs
192.168.1.210,"663,683,061,475,295",Apache,CentOS 7,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.250,"90,831,389,989",PHP,Red Hat Enterprise Linux,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.200,"64,833,806,754,444,200,000",Node.js,Ubuntu 20.04,Suspicious email content includes request to click link and update credentials,User received an email urging them to reset password via suspicious link
192.168.1.2,"28,894,278",Node.js,Red Hat Enterprise Linux,Log files show execution of malicious binary with system privileges,Antivirus detected Trojan.Win32.Generic malware signature
192.168.1.109,"6,840,100,397,302,020,000",PHP,Windows Server 2019,Traffic overload observed on port 80 from unusual number of external sources,Service unavailable due to repeated requests from multiple IPs
192.168.1.140,"7,387,931,454,836,790,000",OpenSSH,Red Hat Enterprise Linux,Suspicious email content includes request to click link and update credentials,User received an email urging them to reset password via suspicious link
192.168.1.2,"1,497,112",Nginx,Debian 11,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.14,"1,292,106,130,919,700",PostgreSQL,Red Hat Enterprise Linux,Traffic overload observed on port 80 from unusual number of external sources,Service unavailable due to repeated requests from multiple IPs
192.168.1.157,"850,970,729,520",Nginx,Debian 11,Security anomaly detected without a matching known threat signature,Activity did not match known attack signatures but triggered alert
192.168.1.63,"3,745,453,539,318,540",PostgreSQL,Windows Server 2019,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.189,"67,046,468,733,051,600,000",MySQL,Red Hat Enterprise Linux,Security anomaly detected without a matching known threat signature,Activity did not match known attack signatures but triggered alert
192.168.1.97,"902,590,012,249,634",Nginx,Red Hat Enterprise Linux,Log files show execution of malicious binary with system privileges,Antivirus detected Trojan.Win32.Generic malware signature
192.168.1.156,275,Node.js,Ubuntu 20.04,Traffic overload observed on port 80 from unusual number of external sources,Service unavailable due to repeated requests from multiple IPs
192.168.1.136,"3,912,723,932,802,220",PHP,Debian 11,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.95,6966,MySQL,Red Hat Enterprise Linux,Log files show execution of malicious binary with system privileges,Antivirus detected Trojan.Win32.Generic malware signature
192.168.1.245,"40,166,634,212",OpenSSH,Red Hat Enterprise Linux,Log files show execution of malicious binary with system privileges,Antivirus detected Trojan.Win32.Generic malware signature
192.168.1.226,5480,PostgreSQL,Ubuntu 20.04,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.47,"57,577,106,868,619,800,000",PHP,Debian 11,Suspicious email content includes request to click link and update credentials,User received an email urging them to reset password via suspicious link
192.168.1.66,5759,Nginx,CentOS 7,Security anomaly detected without a matching known threat signature,Activity did not match known attack signatures but triggered alert
192.168.1.205,"59,033,197,904",Node.js,Debian 11,Log files show execution of malicious binary with system privileges,Antivirus detected Trojan.Win32.Generic malware signature
192.168.1.208,"749,149,638,770",OpenSSH,Red Hat Enterprise Linux,Log files show execution of malicious binary with system privileges,Antivirus detected Trojan.Win32.Generic malware signature
192.168.1.80,8873,PostgreSQL,Red Hat Enterprise Linux,Log files show execution of malicious binary with system privileges,Antivirus detected Trojan.Win32.Generic malware signature
192.168.1.162,"1,891,987,155,938,430",Apache,Debian 11,Traffic overload observed on port 80 from unusual number of external sources,Service unavailable due to repeated requests from multiple IPs
192.168.1.61,"4,004,459,605,488,200,000",Node.js,CentOS 7,Traffic overload observed on port 80 from unusual number of external sources,Service unavailable due to repeated requests from multiple IPs
192.168.1.112,241,Nginx,CentOS 7,Log files show execution of malicious binary with system privileges,Antivirus detected Trojan.Win32.Generic malware signature
192.168.1.134,"907,766,036,117",MySQL,CentOS 7,Log files show execution of malicious binary with system privileges,Antivirus detected Trojan.Win32.Generic malware signature
192.168.1.143,"3,040,990,223,121,770",PostgreSQL,CentOS 7,Security anomaly detected without a matching known threat signature,Activity did not match known attack signatures but triggered alert
192.168.1.222,"412,97",MySQL,Windows Server 2019,Log files show execution of malicious binary with system privileges,Antivirus detected Trojan.Win32.Generic malware signature
192.168.1.88,"256,898,553,099",PHP,Red Hat Enterprise Linux,Log files show execution of malicious binary with system privileges,Antivirus detected Trojan.Win32.Generic malware signature
192.168.1.182,"57,723,605",Node.js,Windows Server 2019,Suspicious email content includes request to click link and update credentials,User received an email urging them to reset password via suspicious link
192.168.1.171,"68,733,802",Apache,Red Hat Enterprise Linux,Security anomaly detected without a matching known threat signature,Activity did not match known attack signatures but triggered alert
192.168.1.71,9553,PostgreSQL,Red Hat Enterprise Linux,Log files show execution of malicious binary with system privileges,Antivirus detected Trojan.Win32.Generic malware signature
192.168.1.77,7437,Node.js,CentOS 7,Security anomaly detected without a matching known threat signature,Activity did not match known attack signatures but triggered alert
192.168.1.245,"974,772,265,123",OpenSSH,Debian 11,Traffic overload observed on port 80 from unusual number of external sources,Service unavailable due to repeated requests from multiple IPs
192.168.1.229,"61,134,074,312,927,700,000",Apache,Red Hat Enterprise Linux,Unauthorized access attempt using SQL keywords targeting database login,Detected SQL query with suspicious keywords such as 'UNION SELECT' or '-- comment'
192.168.1.230,"6,385,537,188,272,300",PHP,CentOS 7,Suspicious email content includes request to click link and update credentials,User received an email urging them to reset password via suspicious link
192.168.1.249,"10,541,662",MySQL,Debian 11,Suspicious email content includes request to click link and update credentials,User received an email urging them to reset password via suspicious link
